refseq id	virus family	virus tax id	virus name	virus host	host name	virus genus	virus genome type
NC_036390	Rhabdoviridae	348823	Maize Iranian mosaic nucleorhabdovirus	Viridiplantae	Zea mays	Alphanucleorhabdovirus	ssRNA(-)
NC_036583	Astroviridae	1914442	Rodent astrovirus	Mammalia	Rattus norvegicus	Mamastrovirus	ssRNA(+)
NC_036802	Potyviridae	2070152	Saffron latent virus	Viridiplantae	Crocus sativus	Potyvirus	ssRNA(+)
NC_037051	Potyviridae	421013	Hyacinth mosaic virus	Viridiplantae	Hyacinthus orientalis	Potyvirus	ssRNA(+)
NC_037654	Picornaviridae	2220002	Sichuan takin enterovirus	Mammalia	Budorcas taxicolor tibetana	Enterovirus	ssRNA(+)
NC_037655	Astroviridae	2220003	Sichuan takin astrovirus	Mammalia	Budorcas taxicolor tibetana	unclassified Astroviridaevirus	ssRNA(+)
NC_038270	Paramyxoviridae	929831	Simian Agent 10	Mammalia	Cercopithecus mitis	Respirovirus	ssRNA(-)
NC_038275	Rhabdoviridae	200404	Mossuril virus	Insecta	Culex sitiens	Hapavirus	ssRNA(-)
NC_038276	Rhabdoviridae	1978536	Ledantevirus nishimuro	Mammalia	Sus scrofa	Ledantevirus	ssRNA(-)
NC_038278	Rhabdoviridae	1308859	Drosophila affinis sigmavirus	Insecta	Drosophila affinis	Sigmavirus	ssRNA(-)
NC_038279	Rhabdoviridae	1002359	Drosophila ananassae sigmavirus	Insecta	Drosophila ananassae	Sigmavirus	ssRNA(-)
NC_038280	Rhabdoviridae	1002360	Drosophila immigrans sigmavirus	Insecta	Diptera	Sigmavirus	ssRNA(-)
NC_038281	Rhabdoviridae	666961	Drosophila melanogaster sigmavirus HAP23	Insecta	Drosophila melanogaster	Sigmavirus	ssRNA(-)
NC_038282	Rhabdoviridae	1987020	Ekpoma virus 1	Mammalia	Homo sapiens	Tibrovirus	ssRNA(-)
NC_038283	Rhabdoviridae	1987021	Ekpoma virus 2	Mammalia	Homo sapiens	Tibrovirus	ssRNA(-)
NC_038284	Rhabdoviridae	710545	Durham virus	Mammalia	Chlorocebus aethiops	Tupavirus	ssRNA(-)
NC_038286	Rhabdoviridae	11274	Piry virus	Mammalia	Philander opossum	Vesiculovirus	ssRNA(-)
NC_038287	Rhabdoviridae	1972566	Vesiculovirus radi	Insecta	Phlebotomus perfiliewi	Vesiculovirus	ssRNA(-)
NC_038305	Picornaviridae	2034827	cardiovirus C1	Mammalia	Rattus norvegicus	Cardiovirus	ssRNA(+)
NC_038306	Picornaviridae	33757	Coxsackievirus A2	Mammalia	Homo sapiens	Enterovirus	ssRNA(+)
NC_038307	Picornaviridae	12072	Coxsackievirus B3	Mammalia	Homo sapiens	Enterovirus	ssRNA(+)
NC_038308	Picornaviridae	42789	enterovirus D68	Mammalia	Macaca mulatta	Enterovirus	ssRNA(+)
NC_038309	Picornaviridae	442851	Simian enterovirus SV4	Mammalia	Macaca mulatta	Enterovirus	ssRNA(+)
NC_038310	Picornaviridae	1637527	Dromedary camel enterovirus 19CC	Mammalia	Camelus dromedarius	Enterovirus	ssRNA(+)
NC_038311	Picornaviridae	573824	rhinovirus A1	Mammalia	Homo sapiens	Enterovirus	ssRNA(+)
NC_038312	Picornaviridae	44130	rhinovirus B3	Mammalia	Homo sapiens	Enterovirus	ssRNA(+)
NC_038313	Picornaviridae	1987139	Bat hepatovirus SMG18520Minmav2014	Mammalia	Miniopterus manavi	Hepatovirus	ssRNA(+)
NC_038314	Picornaviridae	1987141	Rodent hepatovirus CIV459Lopsik2004	Mammalia	Lophuromys sikapusi	Hepatovirus	ssRNA(+)
NC_038315	Picornaviridae	1987142	Rodent hepatovirus KEF121Sigmas2012	Mammalia	Sigmodon mascotensis	Hepatovirus	ssRNA(+)
NC_038316	Picornaviridae	1987143	Bat hepatovirus BUO2BF86Colafr2010	Mammalia	Coleura afra	Hepatovirus	ssRNA(+)
NC_038319	Picornaviridae	12063	Human parechovirus 1	Mammalia	Homo sapiens	Parechovirus	ssRNA(+)
NC_038320	Secoviridae	680112	Carrot necrotic dieback virus	Viridiplantae	Daucus carota	Sequivirus	ssRNA(+)
NC_038504	Hepeviridae	879096	Hepatitis E virus rat/R63/DEU/2009	Mammalia	Rattus norvegicus	Rocahepevirus	ssRNA(+)
NC_038560	Potyviridae	1987403	Broad-leafed dock virus A	Viridiplantae	Rumex obtusifolius	Macluravirus	ssRNA(+)
NC_038561	Potyviridae	596957	Yam chlorotic necrotic mosaic virus	Viridiplantae	Dioscorea parviflora	Macluravirus	ssRNA(+)
NC_038562	Potyviridae	12201	Gloriosa stripe mosaic virus	Viridiplantae	Papaver somniferum	Potyvirus	ssRNA(+)
NC_038878	Picornaviridae	992230	Human rhinovirus NAT001	Mammalia	Homo sapiens	Enterovirus	ssRNA(+)
NC_038880	Picornaviridae	1268383	Rosavirus M-7	Mammalia	Peromyscus crinitus	Rosavirus	ssRNA(+)
NC_038920	Potyviridae	178599	Tomato mild mottle virus	Viridiplantae	Solanum lycopersicum	Ipomovirus	ssRNA(+)
NC_038961	Picornaviridae	2170191	Shanbavirus A	Mammalia	Miniopterus fuliginosus	Shanbavirus	ssRNA(+)
NC_038984	Potyviridae	282712	Daphne virus Y	Viridiplantae	Daphne odora	Potyvirus	ssRNA(+)
NC_038989	Picornaviridae	1917412	Picornaviridae sp. rodent/Ee/PicoV/NX2015	Mammalia	Rodentia	Enterovirus	ssRNA(+)
NC_039002	Potyviridae	1982660	Bellflower veinal mottle virus	Viridiplantae	Campanula takesimana	Bevemovirus	ssRNA(+)
NC_039015	Paramyxoviridae	1928005	Avian paramyxovirus 14	Mammalia	Chlorocebus aethiops	Metaavulavirus	ssRNA(-)
NC_039017	Paramyxoviridae	2006072	Antarctic penguin virus A	Mammalia	Chlorocebus aethiops	Orthoavulavirus	ssRNA(-)
NC_039018	Paramyxoviridae	2006073	Antarctic penguin virus B	Mammalia	Chlorocebus aethiops	Orthoavulavirus	ssRNA(-)
NC_039019	Paramyxoviridae	2006074	Antarctic penguin virus C	Mammalia	Chlorocebus aethiops	Orthoavulavirus	ssRNA(-)
NC_039020	Rhabdoviridae	2014931	Kanyawara virus	Insecta	Dipseliopoda	Ledantevirus	ssRNA(-)
NC_039088	Potyviridae	104637	Cardamom mosaic virus	Viridiplantae	Elettaria cardamomum	Macluravirus	ssRNA(+)
NC_039195	Paramyxoviridae	2560318	Avian metaavulavirus 8	Mammalia	Homo sapiens	Metaavulavirus	ssRNA(-)
NC_039196	Paramyxoviridae	1170234	Feline morbillivirus	Mammalia	Felis catus	Morbillivirus	ssRNA(-)
NC_039197	Paramyxoviridae	152219	Menangle virus	Mammalia	Pteropus alecto	Pararubulavirus	ssRNA(-)
NC_039198	Paramyxoviridae	1554501	Teviot virus	Mammalia	Pteropus sp.	Pararubulavirus	ssRNA(-)
NC_039200	Rhabdoviridae	1972684	Almendravirus balsa	Insecta	Aedes albopictus	Almendravirus	ssRNA(-)
NC_039201	Rhabdoviridae	490110	Curionopolis virus	Insecta	Culicoides sp.	Curiovirus	ssRNA(-)
NC_039202	Rhabdoviridae	1972612	Hapavirus flanders	Insecta	Culiseta melanura	Hapavirus	ssRNA(-)
NC_039206	Rhabdoviridae	1972568	Vesiculovirus jurona	Insecta	Haemagogus sp.	Vesiculovirus	ssRNA(-)
NC_039207	Coronaviridae	1385427	Betacoronavirus Erinaceus/VMC/DEU/2012	Mammalia	Erinaceus europaeus	Betacoronavirus	ssRNA(+)
NC_039209	Picornaviridae	47000	Equine rhinitis A virus	Mammalia	Equus caballus	Aphthovirus	ssRNA(+)
NC_039210	Picornaviridae	12118	Foot-and-mouth disease virus O	Mammalia	Mesocricetus auratus	Aphthovirus	ssRNA(+)
NC_039230	Paramyxoviridae	2560313	Avian metaavulavirus 2	Mammalia	Chlorocebus aethiops	Metaavulavirus	ssRNA(-)
NC_040532	Rhabdoviridae	1969830	Merida-like virus KE-2017a	Insecta	Culex pipiens	unclassified Rhabdoviridaevirus	ssRNA(-)
NC_040586	Secoviridae	2419797	Brassica napus RNA virus 1	Viridiplantae	Brassica napus	Waikavirus	ssRNA(+)
NC_040599	Rhabdoviridae	1803034	Merida virus	Insecta	Culex quinquefasciatus	Merhavirus	ssRNA(-)
NC_040602	Rhabdoviridae	1919071	Menghai rhabdovirus	Insecta	Aedes albopictus	Almendravirus	ssRNA(-)
NC_040605	Picornaviridae	2161803	Marmot sapelovirus 1	Mammalia	Marmota himalayana	Sapelovirus	ssRNA(+)
NC_040611	Picornaviridae	2041149	Hedgehog dicipivirus	Mammalia	Erinaceus roumanicus	Dicipivirus	ssRNA(+)
NC_040647	Astroviridae	2304505	Culex Bastrovirus-like virus	Insecta	Culicidae	unclassified Astroviridaevirus	ssRNA(+)
NC_040650	Potyviridae	1403565	Pleione flower breaking virus	Viridiplantae	Pleione humilis	Potyvirus	ssRNA(+)
NC_040669	Rhabdoviridae	1803263	Riverside virus 1	Insecta	Ochlerotatus sp.	unclassified Rhabdoviridaevirus	ssRNA(-)
NC_040710	Hepeviridae	2152923	Sogatella furcifera hepe-like virus	Insecta	Sogatella furcifera	unclassified Hepeviridaevirus	ssRNA(+)
NC_040786	Rhabdoviridae	1931356	Rice stripe mosaic virus	Viridiplantae	Oryza sativa	Cytorhabdovirus	ssRNA(-)
NC_040802	Potyviridae	2136283	Lily yellow mosaic virus	Viridiplantae	Lilium	Potyvirus	ssRNA(+)
NC_040836	Potyviridae	2306623	Areca palm necrotic spindle-spot virus	Viridiplantae	Areca catechu	Arepavirus	ssRNA(+)
NC_043067	Rhabdoviridae	1987017	Tibrovirus congo	Mammalia	Homo sapiens	Tibrovirus	ssRNA(-)
NC_043071	Picornaviridae	1281456	Bat picornavirus	Mammalia	Myotis ricketti	Shanbavirus	ssRNA(+)
NC_043072	Picornaviridae	2003500	Bat picornavirus BatPV/V1/13 Hun	Mammalia	Miniopterus schreibersii	Mischivirus	ssRNA(+)
NC_043172	Potyviridae	1679239	Zucchini shoestring virus	Viridiplantae	Cucurbita pepo	Potyvirus	ssRNA(+)
NC_043532	Potyviridae	2058396	Paris mosaic necrosis virus	Viridiplantae	Paris polyphylla	Potyvirus	ssRNA(+)
NC_043536	Potyviridae	2058620	Mediterranean ruda virus	Viridiplantae	Capsicum annuum	Potyvirus	ssRNA(+)
NC_043537	Potyviridae	2056161	African eggplant mosaic virus	Viridiplantae	Capsicum	Potyvirus	ssRNA(+)
NC_043538	Rhabdoviridae	2100727	Vaprio virus	Mammalia	Pipistrellus kuhlii	Ledantevirus	ssRNA(-)
NC_043539	Paramyxoviridae	2116559	Mount Mabu Lophuromys virus 1	Mammalia	Lophuromys machangui	Jeilongvirus	ssRNA(-)
NC_043540	Paramyxoviridae	2116560	Mount Mabu Lophuromys virus 2	Mammalia	Lophuromys machangui	Jeilongvirus	ssRNA(-)
NC_045512	Coronaviridae	2697049	Severe acute respiratory syndrome coronavirus 2	Mammalia	Homo sapiens	Betacoronavirus	ssRNA(+)
NC_046954	Coronaviridae	2050018	Rodent coronavirus	Mammalia	Myodes rufocanus	unclassified Coronavirinaevirus	ssRNA(+)
NC_046955	Coronaviridae	2050019	Shrew coronavirus	Mammalia	Sorex araneus	unclassified Orthocoronavirinaevirus	ssRNA(+)
NC_046964	Coronaviridae	2492658	Alphacoronavirus Bat-CoV/P.kuhlii/Italy/3398-19/2015	Mammalia	Pipistrellus kuhlii	Alphacoronavirus	ssRNA(+)
NC_055156	Picornaviridae	2682608	Rabovirus B1	Mammalia	Rodentia	Rabovirus	ssRNA(+)
NC_055159	Picornaviridae	1780058	tottorivirus A1	Mammalia	Sus scrofa domesticus	Tottorivirus	ssRNA(+)
NC_055160	Picornaviridae	2682606	Rabovirus D1	Mammalia	Mus musculus	Rabovirus	ssRNA(+)
NC_055167	Paramyxoviridae	2756244	bank vole virus 1	Mammalia	Myodes glareolus	Narmovirus	ssRNA(-)
NC_055168	Paramyxoviridae	2116604	Pohorje myodes paramyxovirus 1	Mammalia	Myodes glareolus	Jeilongvirus	ssRNA(-)
NC_055454	Rhabdoviridae	1168550	Maize yellow striate virus	Viridiplantae	Zea mays	Cytorhabdovirus	ssRNA(-)
NC_055456	Rhabdoviridae	1272945	Kwatta virus	Insecta	Culex sp.	Sunrhavirus	ssRNA(-)
NC_055457	Rhabdoviridae	1272952	New Minto virus	Mammalia	Lepus americanus	Sawgrhavirus	ssRNA(-)
NC_055460	Rhabdoviridae	1569259	Harrison Dam virus	Insecta	Culex annulirostris	Sunrhavirus	ssRNA(-)
NC_055466	Rhabdoviridae	1905830	Physostegia chlorotic mottle virus	Viridiplantae	Physostegia	Alphanucleorhabdovirus	ssRNA(-)
NC_055470	Potyviridae	1972994	Gomphocarpus mosaic virus	Viridiplantae	Nicotiana benthamiana	Potyvirus	ssRNA(+)
NC_055473	Rhabdoviridae	2021721	Holmes Jungle virus	Insecta	Culex annulirostris	Hapavirus	ssRNA(-)
NC_055474	Rhabdoviridae	2026129	Taiwan bat lyssavirus	Mammalia	Pipistrellus abramus	Lyssavirus	ssRNA(-)
NC_055477	Rhabdoviridae	2040592	Ohlsdorf virus	Insecta	Ochlerotatus cantans	Ohlsrhavirus	ssRNA(-)
NC_055479	Rhabdoviridae	2051550	Cabbage cytorhabdovirus 1	Viridiplantae	Brassica oleracea	Cytorhabdovirus	ssRNA(-)
NC_055483	Potyviridae	2734556	East Asian Passiflora distortion virus	Viridiplantae	Passiflora edulis	Potyvirus	ssRNA(+)
NC_055484	Rhabdoviridae	2152660	Wheat yellow striate virus	Viridiplantae	Triticum aestivum	Alphanucleorhabdovirus	ssRNA(-)
NC_055491	Potyviridae	2175329	Yam chlorotic necrosis virus	Viridiplantae	Dioscorea	Macluravirus	ssRNA(+)
NC_055493	Potyviridae	2212477	Alpinia oxyphylla mosaic virus	Viridiplantae	Alpinia oxyphylla	Macluravirus	ssRNA(+)
NC_055496	Potyviridae	2293720	Mashua virus Y	Viridiplantae	Tropaeolum tuberosum	Potyvirus	ssRNA(+)
NC_055497	Potyviridae	2294149	Passiflora edulis symptomless virus	Viridiplantae	Passiflora edulis	Roymovirus	ssRNA(+)
NC_055501	Potyviridae	2306727	Areca palm necrotic ringspot virus	Viridiplantae	Areca catechu	Arepavirus	ssRNA(+)
NC_055503	Potyviridae	2320870	Platycodon mild mottle virus	Viridiplantae	Platycodon grandiflorus	Potyvirus	ssRNA(+)
NC_055504	Rhabdoviridae	2364291	Cytorhabdovirus caricae	Viridiplantae	Carica papaya	Cytorhabdovirus	ssRNA(-)
NC_055505	Rhabdoviridae	2487100	Yerba mate chlorosis-associated virus	Viridiplantae	Ilex paraguariensis	Cytorhabdovirus	ssRNA(-)
NC_055506	Potyviridae	2491019	Dioscorea mosaic virus	Viridiplantae	Dioscorea bulbifera	Potyvirus	ssRNA(+)
NC_055507	Potyviridae	2494552	Celery latent virus	Viridiplantae	Apium graveolens Secalinum Group	Celavirus	ssRNA(+)
NC_055508	Paramyxoviridae	2495433	Alston virus	Mammalia	Pteropus alecto	Orthorubulavirus	ssRNA(-)
NC_055512	Rhabdoviridae	2497337	Morogoro maize-associated virus	Viridiplantae	Zea mays	Alphanucleorhabdovirus	ssRNA(-)
NC_055520	Potyviridae	2562807	Dendrobium chlorotic mosaic virus	Viridiplantae	Dendrobium smillieae	Potyvirus	ssRNA(+)
NC_055529	Rhabdoviridae	758677	Raspberry vein chlorosis virus	Viridiplantae	Rubus idaeus	Cytorhabdovirus	ssRNA(-)
NC_055531	Rhabdoviridae	932699	Bahia Grande virus	Insecta	Ochlerotatus sollicitans	Barhavirus	ssRNA(-)
NC_055532	Rhabdoviridae	932700	Muir Springs virus	Insecta	Aedes sp.	Barhavirus	ssRNA(-)
NC_055567	Rhabdoviridae	2676436	Cytorhabdovirus fragariae	Viridiplantae	Fragaria x ananassa	Cytorhabdovirus	ssRNA(-)
NC_055568	Potyviridae	2591696	Costus stripe mosaic virus	Viridiplantae	Costus spiralis	Potyvirus	ssRNA(+)
NC_055585	Potyviridae	2608606	Noni mosaic virus	Viridiplantae	Morinda citrifolia	Potyvirus	ssRNA(+)
NC_055600	Potyviridae	2730579	Paris virus 1	Viridiplantae	Paris polyphylla var. yunnanensis	Potyvirus	ssRNA(+)
NC_055601	Potyviridae	588752	Begonia flower breaking virus	Viridiplantae	Begonia bowerae	Potyvirus	ssRNA(+)
OL584351	Potyviridae	241651	Amaranthus leaf mottle virus	Viridiplantae	Nicotiana clevelandii	Potyvirus	ssRNA(+)
OL584375	Potyviridae	307997	Tradescantia mild mosaic virus	Viridiplantae	Tradescantia	Potyvirus	ssRNA(+)
OM323987	Potyviridae	82847	Carnation vein mottle virus	Viridiplantae	Chenopodium quinoa	Potyvirus	ssRNA(+)
ON219793	Potyviridae	244050	Tuberose mild mottle virus	Viridiplantae	Agave amica	Potyvirus	ssRNA(+)
ON456303	Potyviridae	390849	Zucchini yellow fleck virus	Viridiplantae	Cucurbita pepo	Potyvirus	ssRNA(+)
X00925	Picornaviridae	12086	Human poliovirus 3	Mammalia	Homo sapiens	Enterovirus	ssRNA(+)
X67706	Picornaviridae	12074	Coxsackievirus B5	Mammalia	Homo sapiens	Enterovirus	ssRNA(+)
X77708	Picornaviridae	35293	Echovirus E12	Mammalia	Homo sapiens	Enterovirus	ssRNA(+)
NC_012932	Flaviviridae	390845	Aedes flavivirus	Insecta	Aedes albopictus	Flavivirus	ssRNA(+)
NC_015450	Phenuiviridae	1006583	Aguacate virus	Insecta	Lutzomyia	Phlebovirus	ssRNA(-)
NC_038715	Peribunyaviridae	1552846	Alajuela virus	Insecta	Aedeomyia squamipennis	Orthobunyavirus	ssRNA(-)
NC_020900	Mesoniviridae	1945561	Alphamesonivirus 3	Insecta	Uranotaenia	Alphamesonivirus	ssRNA(+)
NC_020901	Mesoniviridae	1945562	Alphamesonivirus 4	Insecta	Aedes albopictus	Alphamesonivirus	ssRNA(+)
EF011023	Togaviridae	97469	Alphavirus M1	Insecta	Culex	Alphavirus	ssRNA(+)
NC_055199	Peribunyaviridae	1642852	Anadyr virus	Insecta	Aedes sp.	Orthobunyavirus	ssRNA(-)
NC_023483	Iflaviridae	1460071	Antheraea pernyi iflavirus	Insecta	Antheraea pernyi	Iflavirus	ssRNA(+)
NC_036585	Iflaviridae	2018471	Armigeres iflavirus	Insecta	Aedes albopictus	Iflavirus	ssRNA(+)
NC_014609	Totiviridae	556524	Armigeres subalbatus virus SaX06-AK20	Insecta	Armigeres subalbatus	unclassified Totiviridaevirus	dsRNA
NC_003900	Togaviridae	44158	Aura virus	Insecta	Aedes	Alphavirus	ssRNA(+)
NC_035674	Totiviridae	2026601	Australian Anopheles totivirus	Insecta	Anopheles hinesorum	unclassified Totiviridaevirus	dsRNA
NC_038257	Phenuiviridae	1980609	Badu phasivirus	Insecta	Aedes albopictus	Phasivirus	ssRNA(-)
NC_043579	Peribunyaviridae	80942	Batai virus	Insecta	Aedes curtipes	Orthobunyavirus	ssRNA(-)
NC_027631	Tymoviridae	1682186	Bee Macula-like virus	Insecta	Apis mellifera	unclassified Tymoviridaevirus	ssRNA(+)
NC_040556	Tymoviridae	2094260	Bee Macula-Like virus 2	Insecta	Andrena haemorrhoa	Maculavirus	ssRNA(+)
NC_038723	Peribunyaviridae	1678224	Bimiti virus	Insecta	Culex spissipes	Orthobunyavirus	ssRNA(-)
NC_043650	Peribunyaviridae	273358	Birao virus	Insecta	Anopheles pharoensis	Orthobunyavirus	ssRNA(-)
NC_055112	Xinmoviridae	1903560	Bolahun virus variant 2	Insecta	Anopheles gambiae	Gambievirus	ssRNA(-)
NC_027713	Iflaviridae	1690666	Bombyx mori iflavirus	Insecta	Bombyx mori	Iflavirus	ssRNA(+)
NC_038331	Tymoviridae	2065033	Bombyx mori latent virus	Insecta	Bombyx mori	unclassified Tymoviridaevirus	ssRNA(+)
NC_015524	Tymoviridae	288456	Bombyx mori Macula-like virus	Insecta	Bombyx mori	Maculavirus	ssRNA(+)
KC807166	Mesoniviridae	1332245	Bontang virus	Insecta	Aedes albopictus	Alphamesonivirus	ssRNA(+)
NC_043653	Peribunyaviridae	273349	Bozo virus	Insecta	Aedes albopictus	Orthobunyavirus	ssRNA(-)
NC_009530	Iflaviridae	436447	Brevicoryne brassicae virus - UK	Insecta	Brevicoryne brassicae	Iflavirus	ssRNA(+)
NC_055387	Phenuiviridae	206377	Buenaventura virus	Insecta	Phlebotominae	Phlebovirus	ssRNA(-)
NC_043597	Peribunyaviridae	159140	Buttonwillow virus	Insecta	Culicoides sp.	Orthobunyavirus	ssRNA(-)
NC_055569	Togaviridae	2499242	Caaingua virus	Insecta	Aedes albopictus	Alphavirus	ssRNA(+)
NC_055324	Phenuiviridae	629730	Cacao virus	Insecta	Nyssomyia trapidoi	Phlebovirus	ssRNA(-)
NC_043618	Peribunyaviridae	80935	Cache Valley virus	Insecta	Culex tarsalis	Orthobunyavirus	ssRNA(-)
NC_055408	Peribunyaviridae	2572766	Caimito virus	Insecta	Nyssomyia ylephiletor	Pacuvirus	ssRNA(-)
NC_055117	Peribunyaviridae	35305	California encephalitis virus	Insecta	Ochlerotatus dorsalis	Orthobunyavirus	ssRNA(-)
NC_029312	Totiviridae	1765754	Camponotus nipponicus virus	Insecta	Colobopsis nipponica	unclassified Totiviridaevirus	dsRNA
NC_027212	Totiviridae	1608533	Camponotus yamaokai virus	Insecta	Camponotus yamaokai	unclassified Totiviridaevirus	dsRNA
NC_023986	Mesoniviridae	1482319	Casuarina virus	Insecta	Coquillettidia xanthogaster	Alphamesonivirus	ssRNA(+)
NC_024074	Peribunyaviridae	1495866	Cat Que virus	Insecta	Culex sp.	Orthobunyavirus	ssRNA(-)
NC_015668	Mesoniviridae	1041929	Cavally virus	Insecta	Anopheles	Alphamesonivirus	ssRNA(+)
NC_001564	Flaviviridae	31658	Cell fusing agent virus	Insecta	Aedes aegypti	Flavivirus	ssRNA(+)
NC_017086	Flaviviridae	631267	Chaoyang virus	Insecta	Aedes albopictus	Flavivirus	ssRNA(+)
NC_040645	Flaviviridae	2304510	Culex Flavi-like virus	Insecta	Anopheles cruzii	unclassified Flaviviridaevirus	ssRNA(+)
NC_008604	Flaviviridae	390844	Culex flavivirus	Insecta	Culex pipiens	Flavivirus	ssRNA(+)
NC_040646	Iflaviridae	2304477	Culex Iflavi-like virus 1	Insecta	Anopheles cruzii	unclassified Iflaviridaevirus	ssRNA(+)
NC_040574	Iflaviridae	2304480	Culex Iflavi-like virus 4	Insecta	Anopheles cruzii	unclassified Iflaviridaevirus	ssRNA(+)
NC_035133	Xinmoviridae	2010272	Culex mononega-like virus 2	Insecta	Culex globocoxitus	Doupovirus	ssRNA(-)
NC_018703	Tymoviridae	1236047	Culex originated Tymoviridae-like virus	Insecta	Culicidae	Maculavirus	ssRNA(+)
NC_040717	Alphatetraviridae	2304512	Culex Tetra-like virus	Insecta	Culicidae	unclassified Alphatetraviridaevirus	ssRNA(+)
NC_040670	Totiviridae	1870981	Culex tritaeniorhynchus totivirus	Insecta	Culex tritaeniorhynchus	unclassified Totiviridaevirus	dsRNA
NC_040575	Tombusviridae	2304516	Culex-associated Tombus-like virus	Insecta	Culicidae	unclassified Tombusviridaevirus	ssRNA(+)
NC_030290	Flaviviridae	1821222	Culiseta flavivirus	Insecta	Culiseta melanura	unclassified Flaviviridaevirus	ssRNA(+)
NC_043045	Phenuiviridae	1457166	Cumuto virus	Insecta	Aedes albopictus	Goukovirus	ssRNA(-)
NC_038297	Mesoniviridae	1238455	Dak Nong virus	Insecta	Aedes albopictus	Alphamesonivirus	ssRNA(+)
KX509951	Spinareoviridae	1986950	Daphnis nerii cypovirus	Insecta	Cephonodes hylas	Cypovirus	dsRNA
NC_004830	Iflaviridae	198112	Deformed wing virus	Insecta	Apis mellifera	Iflavirus	ssRNA(+)
NC_025838	Spinareoviridae	1577776	Dendrolimus punctatus cypovirus 22	Insecta	Spodoptera exigua	Cypovirus	dsRNA
NC_005898	Alphatetraviridae	272751	Dendrolimus punctatus virus	Insecta	Dendrolimus punctatus	Omegatetravirus	ssRNA(+)
NC_034384	Iflaviridae	1972700	Diamondback moth iflavirus	Insecta	Plutella xylostella	Iflavirus	ssRNA(+)
NC_036586	Mesoniviridae	2060479	Dianke virus	Insecta	Culicidae	Alphamesonivirus	ssRNA(+)
NC_025835	Iflaviridae	1541119	Dinocampus coccinellae paralysis virus	Insecta	Dinocampus coccinellae	Iflavirus	ssRNA(+)
NC_016997	Flaviviridae	985683	Donggang virus	Insecta	Aedes sp.	Flavivirus	ssRNA(+)
NC_013499	Totiviridae	663282	Drosophila melanogaster totivirus SW-2009a	Insecta	Drosophila melanogaster	unclassified Totiviridaevirus	dsRNA
NC_043484	Xinmoviridae	1802951	Drosophila unispina virus 1	Insecta	Drosophila unispina	Drunivirus	ssRNA(-)
NC_005092	Iflaviridae	240555	Ectropis obliqua picorna-like virus	Insecta	Ectropis obliqua	Iflavirus	ssRNA(+)
NC_018615	Togaviridae	1231903	Eilat virus	Insecta	Anopheles coustani	Alphavirus	ssRNA(+)
NC_043612	Peribunyaviridae	1821545	Enseada virus	Insecta	Aedes albopictus	Orthobunyavirus	ssRNA(-)
NC_003412	Permutotetraviridae	186165	Euprosterna elaeasa virus	Insecta	Euprosterna	Alphapermutotetravirus	ssRNA(+)
NC_055184	Peribunyaviridae	159143	Facey's Paddock virus	Insecta	Culicidae	Orthobunyavirus	ssRNA(-)
NC_023022	Iflaviridae	1432857	Formica exsecta virus 2	Insecta	Formica exsecta	Iflavirus	ssRNA(+)
NC_013528	Togaviridae	48544	Fort Morgan virus	Insecta	Oeciacus vicarius	Alphavirus	ssRNA(+)
NC_038729	Peribunyaviridae	35313	Gamboa virus	Insecta	Aedeomyia squamipennis	Orthobunyavirus	ssRNA(-)
NC_043049	Phenuiviridae	603003	Gouleako virus	Insecta	Aedes albopictus	Goukovirus	ssRNA(-)
NC_026733	Iflaviridae	1629132	Graminella nigrifrons virus 1	Insecta	Graminella nigrifrons	unclassified Iflaviridaevirus	ssRNA(+)
NC_022611	Iflaviridae	1410467	Halyomorpha halys virus	Insecta	Halyomorpha halys	unclassified Iflaviridaevirus	ssRNA(+)
NC_030401	Flaviviridae	1125677	Hanko virus	Insecta	Aedes vexans	Flavivirus	ssRNA(+)
NC_024016	Iflaviridae	1487185	Heliconius erato iflavirus	Insecta	Heliconius erato	Iflavirus	ssRNA(+)
NC_033619	Iflaviridae	1936269	Helicoverpa armigera iflavirus	Insecta	Helicoverpa armigera	Iflavirus	ssRNA(+)
NC_001981	Alphatetraviridae	37206	Helicoverpa armigera stunt virus	Insecta	Helicoverpa armigera	Omegatetravirus	ssRNA(+)
KC807177	Mesoniviridae	1332246	Houston virus	Insecta	Aedes albopictus	Alphamesonivirus	ssRNA(+)
NC_055114	Artoviridae	1923190	Hubei rhabdo-like virus 6	Insecta	Odonata	Peropuvirus	ssRNA(-)
NC_055113	Artoviridae	1923192	Hubei rhabdo-like virus 8	Insecta	Odonata	Peropuvirus	ssRNA(-)
NC_024805	Flaviviridae	1445557	Ilomantsi virus	Insecta	Anopheles sp.	unclassified Flaviviridaevirus	ssRNA(+)
NC_028482	Chuviridae	1758883	Imjin River virus 1	Insecta	Culex bitaeniorhynchus	Culicidavirus	ssRNA(-)
NC_003781	Iflaviridae	12742	Infectious flacherie virus	Insecta	Bombyx mori	Iflavirus	ssRNA(+)
NC_043558	Peribunyaviridae	35511	Jamestown Canyon virus	Insecta	Culiseta inornata	Orthobunyavirus	ssRNA(-)
NC_004199	Sedoreoviridae	104580	Kadipiro virus	Insecta	Anopheles sinensis	Seadornavirus	dsRNA
NC_043488	Mesoniviridae	1795438	Kadiweu virus	Insecta	Culex sp.	Alphamesonivirus	ssRNA(+)
